610,1
611,1
612,1
613,1
614,2
615,3
616,3
617,2
618,1
619,2
620,2
621,3
622,1
623,3
624,1
625,1
626,1
627,1
628,2
629,3
630,2
631,2
632,1
633,2
634,1
635,6
636,4
637,6
638,1
639,3
640,1
641,1
642,2
643,1
644,1
645,2
646,1
647,2
648,5
650,1
651,2
652,1
653,4
654,4
655,9
656,6
657,1
658,1
659,1
660,1
661,1
662,1
663,1
1024,3
1025,5
1026,3
1027,1
1028,1
1029,1
1030,2
1031,4
1032,2
1033,2
1035,3
1037,2
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,2
1048,2
1049,1
1050,2
1051,1
1052,7
1053,2
1054,1
1055,3
1056,4
1057,1
1058,1
1059,3
1060,1
1061,4
1062,1
1063,1
1064,1
1065,4
1066,4
1067,2
1068,2
1069,5
1070,1
1071,3
1073,1
1074,1
1075,1
1076,1
1077,2
1078,1
1079,1
1080,1
1081,8
1082,1
1083,1
1084,1
1086,1
1087,2
1088,1
1089,5
1090,1
1091,1
1092,1
1093,1
1094,2
1095,3
1096,3
1097,1
1098,1
1099,3
1100,1
1101,2
1102,2
1103,2
1104,1
1105,2
1106,1
1107,1
1108,3
1109,1
1110,1
1111,2
1112,2
1113,3
1114,1
1115,1
1116,3
1117,1
1118,1
1119,1
1120,1
1121,4
1122,1
1123,1
1124,3
1125,1
1126,1
1127,1
1128,3
1129,1
1130,1
1131,1
1133,6
1134,1
1135,1
1136,1
1137,3
1138,2
1139,1
1140,3
1141,2
1142,3
1143,1
1144,1
1145,2
1146,2
1147,1
1148,1
1149,1
1150,1
1151,2
1152,1
1153,1
1154,2
1155,4
1156,1
1157,1
1158,2
1159,1
1161,1
1162,1
1163,2
1164,2
1165,1
1166,1
1167,1
1168,4
1169,1
1170,1
1172,1
1174,1
1176,1
1177,4
1178,1
1179,1
1180,4
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,2
1192,2
1193,2
1194,1
1195,3
1196,1
1197,2
1199,1
1200,1
1201,1
1202,3
1203,2
1204,2
1205,2
1208,1
1209,3
1210,3
1211,4
1212,4
1213,2
1214,2
1215,1
1216,1
1217,4
1219,2
1220,2
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1235,1
1236,3
1237,1
1238,3
1239,2
1240,2
1241,3
1242,2
1243,3
1244,1
1245,1
1246,1
1247,2
1248,2
1249,2
1250,1
1251,1
1252,1
1253,2
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,3
1261,1
1262,1
1263,1
1264,1
1265,2
1266,3
1267,3
1268,1
1269,1
1271,2
1272,2
1273,3
1274,1
1275,2
1276,1
1277,1
1278,1
1279,1
1281,1
1284,1
1285,3
1286,2
1287,1
1288,1
1289,1
1290,1
1293,1
1294,1
1295,1
1296,2
1297,1
1300,1
1304,1
1305,1
1306,2
1307,1
1310,2
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1338,1
1341,1
1342,2
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,2
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1374,1
1375,1
1376,1
1377,1
1378,1
1380,1
1381,1
1382,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,2
1400,1
1401,2
1402,1
1403,2
1404,1
1405,1
1406,3
1407,3
1408,1
1409,2
1410,2
1411,3
1412,2
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1423,1
1424,1
1425,2
1426,1
1427,1
1428,1
1429,1
1430,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1447,1
1459,1
1460,1
1461,1
1491,1
1492,3
1532,1
1533,1
1542,1
1545,1
1547,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1564,1
1565,2
1567,1
1568,1
1573,1
1574,1
1575,1
1592,1
1616,1
1620,1
1621,1
1626,1
1627,1
1628,1
1629,1
1642,1
1671,1
1672,1
1673,2
1674,1
1675,1
1676,2
1677,1
1679,1
1680,1
1681,1
1682,1
1686,1
1687,1
1688,1
1689,1
1691,1
1693,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1716,1
1771,1
1772,2
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1813,1
1850,1
1855,1
1856,1
1857,1
1861,1
1862,1
1866,1
1871,1
1872,1
1886,3
1887,1
1906,1
1907,1
1915,2
1916,1
1917,1
1923,1
1924,1
1999,4
2003,1
2004,1
2007,3
2009,5
2010,1
2019,1
2020,1
2024,1
2025,1
2026,2
2027,2
2028,1
2035,1
2039,1
2040,1
2046,1
2050,1
2055,2
2084,1
2090,1
2091,1
2092,2
2093,2
2097,1
2099,1
2100,1
2101,1
2102,1
2103,1
2114,1
2115,1
2116,2
2117,1
2118,1
2119,3
2121,1
2205,2
2206,1
2207,1
2208,1
2219,1
2220,1
2222,1
2246,1
2257,2
2258,1
2259,1
2260,1
2262,1
2268,1
2273,3
2274,3
2275,4
2276,2
2277,1
2278,1
2282,2
2283,1
2291,1
2387,1
2388,1
2389,1
2390,2
2391,2
2392,2
2393,1
2394,1
2747,4
2787,1
2788,2
2789,1
2791,1
2809,5
2839,1
2840,1
2841,1
2848,3
2849,1
2850,1
2851,1
2852,1
2853,2
2854,1
2977,1
3004,1
3005,1
3006,1
3008,1
3013,1
3014,1
3015,1
3070,1
3072,2
3074,1
3075,1
3076,1
3077,1
3087,1
3133,1
3134,1
3467,2
3468,1
3469,2
3470,1
3471,1
3472,1
3643,1
3644,1
3645,3
3654,2
3786,2
3787,1
3788,1
3789,1
3790,1
3818,1
4021,3
4022,1
4023,1
4150,1
4151,1
4765,2
5298,1
5744,1
5770,2
5771,2
5772,2
5810,2
5811,1
5823,2
6495,2
6497,3
6498,3
6499,3
6741,1
6742,1
6743,1
6744,1
6745,1
6846,1
6847,1
6855,2
7009,2
7010,2
7011,2
7012,1
7013,1
7014,2
7015,1
7016,1
7017,1
7023,1
7025,1
7026,1
7028,1
7037,1
7383,3
7384,6
7385,2
7762,1
8094,2
8233,1
8234,1
8546,3
8547,1
8548,7
8980,1
8981,1
8983,2
9194,1
9195,1
9196,1
9197,1
9483,4
9484,5
10100,3
10101,3
10466,1
10467,1
10468,1
10469,2
10499,1
10500,1
10501,1
10502,1
10503,1
10504,1
10505,1
10506,1
10507,1
10516,1
10517,1
10537,1
10546,1
10549,1
10639,1
11388,4
11389,4
11390,4
11391,1
11715,1
11716,2
11717,1
11758,1
11759,1
11760,1
11831,1
11832,4
12305,1
12339,2
12451,1
12452,1
12488,4
12489,1
12548,1
12602,1
12603,1
12675,1
12678,1
12729,4
12730,4
12744,3
12745,3
12749,4
12750,2
12752,3
12882,4
12883,2
12885,1
12887,1
12888,2
12891,1
12893,1
12959,1
13090,1
13091,1
13092,1
13093,1
13306,3
13307,6
13308,4
13309,8
13382,1
13719,1
13720,1
13721,1
13758,3
13760,2
13761,1
13765,1
13766,1
13767,2
13769,2
13773,1
13774,1
13775,1
13776,1
13787,1
13788,1
13795,1
14033,3
14034,1
14035,1
14036,1
14078,1
14079,2
14080,1
14081,2
14082,1
14159,1
14160,1
14161,1
14348,2
14507,1
14531,1
14532,1
14533,3
14648,1
15094,2
15095,2
15096,2
15104,3
15199,5
15253,5
15254,4
15489,5
15490,1
15531,1
15558,1
15921,2
15922,1
15923,1
15924,2
15925,2
15952,5
15953,3
15955,1
15971,4
16531,1
16532,1
16533,1
16535,1
16614,1
16615,1
18082,2
18253,3
18377,2
18378,2
18416,1
18417,1
18418,2
18442,2
18561,2
18570,1
18737,4
18763,3
18877,1
19041,2
19060,1
19266,1
19267,1
19268,1
19269,1
19271,1
19272,1
19282,2
19443,3
19444,4
19445,1
19446,1
19447,1
19448,1
19449,1
19450,1
19451,1
19452,1
19453,1
19455,1
19474,1
19585,1
20048,3
20157,2
20413,2
20616,4
20617,4
20714,2
20715,2
20908,3
20909,3
21099,2
21606,2
21683,2
21793,2
21936,2
22140,3
22141,2
22142,2
22414,2
22981,4
22995,2
23827,4
23828,3
23829,2
23830,4
23831,4
23832,3
23833,3
23834,3
23835,3
23836,3
23838,2
24442,2
24564,2
24599,1
25049,3
25503,3
25504,4
25505,3
25859,1
26177,2
26178,2
26179,1
26180,1
26205,1
27011,2
27649,2
27666,1
28360,2
28400,5
29310,2
29314,1
29315,2
29316,1
29318,2
29691,2
30496,1
31872,4
31873,4
31874,4
31875,3
31876,3
31877,3
31878,3
31879,1
31880,3
31881,1
31882,2
31883,1
31884,2
31885,1
31982,4
32786,2
36291,4
36299,1
36300,1
36301,1
36446,1
36652,1
36653,1
36654,1
36655,1
36656,1
36657,1
36658,1
36659,1
36663,1
37665,1
37713,3
37714,4
37715,4
37716,1
37816,2
37817,4
40395,1
40764,2
41311,3
46197,3
46198,5
46199,1
46213,1
46304,1
47474,1
48523,1
49062,1
49063,1
49439,1
49689,1
49701,4
49750,5
49760,5
50697,3
50800,1
50801,1
51099,3
51106,1
51193,1
51194,1
51905,4
51906,8
51947,1
51948,2
51949,3
51951,1
52138,1
52139,1
52140,1
52141,2
52142,1
52143,1
52145,1
52146,2
52147,2
52148,1
52149,1
52150,1
52153,1
52178,1
52185,1
52186,1
52187,1
52188,1
52189,1
52192,1
52402,2
52646,1
52770,4
53129,1
53319,1
53355,1
53633,3
54090,3
58759,3
58760,4
58761,4
58762,5
58763,4
58764,3
58766,1
58941,1
59351,1
65471,3
65472,2
65911,2
68054,2
68055,2
69304,6
69305,5
70183,2
70358,1
70359,2
70360,2
70384,2
70491,2
71393,2
71394,3
71395,3
71495,2
71496,1
71569,1
71570,1
72165,2
72387,3
72389,2
72935,3
73018,2
73543,1
73595,4
73627,3
74085,2
75134,2
75135,2
75474,1
75475,1
75570,1
77084,3
77085,2
77086,2
77087,2
77412,5
77413,5
77414,4
77976,1
79625,1
80189,1
80190,1
80843,2
80989,1
81144,1
81936,1
81937,1
82055,2
82057,1
82931,1
84900,1
84901,1
84902,1
84922,1
84979,2
84980,2
85039,2
85385,6
85386,3
85387,2
86186,1
86200,1
86201,2
86202,1
86203,5
86642,1
87324,1
87459,3
87491,4
87856,1
88153,1
90840,1
91228,1
91341,2
91342,2
91567,1
91898,2
92103,1
92104,1
92114,1
92459,3
92460,6
92466,2
93860,1
94442,2
94443,2
94444,1
94515,4
94852,4
94941,2
95224,5
95226,1
96734,1
96735,2
96736,1
98925,1
