1,1
2,1
3,1
4,2
5,1
6,1
7,1
8,1
9,1
10,3
11,1
12,1
13,1
14,1
15,3
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,2
27,1
28,3
29,2
30,1
31,4
32,2
33,1
34,1
35,1
36,1
37,1
38,3
39,3
40,2
41,2
42,3
43,1
44,5
45,1
46,2
47,2
48,4
49,5
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,2
59,1
60,1
61,1
62,3
63,2
64,1
65,1
66,3
67,1
68,3
69,2
70,4
71,3
72,1
73,7
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,3
84,1
85,4
86,2
87,2
88,1
89,3
90,2
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,2
99,4
100,3
101,1
102,1
103,1
104,3
105,3
106,2
107,2
108,1
109,1
110,2
111,3
112,1
113,5
114,1
115,1
116,1
117,2
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,2
141,1
142,1
143,1
144,1
145,1
146,1
147,3
148,1
149,3
150,1
151,4
152,2
153,1
154,2
155,2
156,1
157,1
158,1
159,1
160,1
161,2
162,1
163,1
164,3
165,3
166,3
167,1
168,1
169,1
170,1
171,2
172,1
173,1
174,2
175,2
176,1
177,1
178,2
179,1
180,1
181,1
182,2
183,2
184,1
185,2
186,2
187,2
188,2
189,3
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,3
198,1
199,1
200,1
201,1
202,1
203,2
204,1
205,1
206,1
207,1
208,1
209,2
210,1
211,1
212,3
213,1
214,1
215,1
216,1
217,1
218,1
219,3
220,1
221,1
222,2
223,2
224,1
225,3
226,1
227,1
228,4
229,1
230,1
231,2
232,1
233,2
234,1
235,4
236,3
237,1
238,2
239,1
240,2
241,4
242,2
243,2
244,3
245,1
246,2
247,1
248,2
249,1
250,2
251,1
252,2
253,1
254,1
255,2
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
266,3
267,1
268,2
269,1
270,5
271,1
272,1
273,1
274,1
275,1
276,1
277,5
278,1
280,2
281,3
282,1
283,1
284,1
285,1
286,1
287,1
288,2
289,2
290,1
291,2
292,2
293,1
294,1
295,1
296,2
297,1
298,1
299,1
300,1
301,2
302,2
303,1
304,1
305,3
306,2
307,1
308,1
309,2
310,1
311,1
312,1
314,2
315,1
316,1
317,1
318,1
319,1
320,2
321,1
322,1
323,1
324,2
326,2
327,1
328,1
329,1
330,1
331,1
332,5
333,1
334,3
335,1
336,1
337,3
338,1
339,2
340,1
341,2
342,3
343,4
344,2
345,2
346,1
347,5
348,1
349,2
350,1
351,1
352,2
353,2
354,2
355,1
356,2
357,1
358,3
359,1
360,2
361,1
362,3
363,2
364,1
365,3
366,5
367,1
368,1
369,1
370,5
371,5
372,2
373,2
374,1
375,2
376,2
377,3
378,1
379,1
380,1
381,4
382,8
383,5
384,1
385,3
386,4
387,1
388,1
389,4
390,9
391,2
392,4
393,5
394,1
395,5
396,11
397,5
398,8
399,2
400,4
401,2
402,4
403,3
404,3
405,3
406,3
407,3
409,2
410,2
411,2
412,2
413,1
414,5
415,7
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,11
426,3
427,3
428,3
429,1
430,2
431,1
432,4
433,1
434,1
435,4
436,2
437,1
438,2
439,1
441,1
442,6
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,3
454,1
455,1
456,1
457,4
458,2
459,1
460,1
461,1
462,1
463,2
464,1
465,1
466,1
467,1
468,1
469,1
470,7
471,1
472,2
473,1
474,6
475,1
476,6
477,1
478,1
479,1
480,1
481,1
482,3
483,1
484,2
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,2
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,9
512,1
513,4
514,1
515,1
516,2
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,2
531,6
532,5
533,2
534,5
535,2
536,1
537,2
538,2
539,6
540,1
541,3
542,4
543,2
544,1
545,2
546,3
547,2
548,2
549,1
550,3
551,3
552,4
553,5
554,4
555,1
556,2
557,1
558,3
559,1
560,1
561,1
562,2
563,1
564,1
565,1
566,3
567,3
568,1
569,1
570,1
571,1
572,1
573,1
574,2
575,1
576,2
577,1
578,4
579,1
580,1
581,1
582,2
583,1
584,1
585,2
586,2
587,1
588,2
589,5
590,1
591,1
592,2
593,4
594,1
595,6
596,2
597,4
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
